                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    237,                0.01411,                0.02166,                0.22858,                0.89331,                 0.8018,                0.80391,                0.85275,                0.76686,                0.79984,                0.80375,                0.84923,                0.67932,                0.01345,                0.02261,                0.35638,                0.93811,               0.019568,               0.019568,               0.019568
                    238,                0.01403,                0.02185,                0.23521,                0.89044,                0.78527,                0.82747,                0.85218,                0.76601,                0.78578,                0.82837,                0.85027,                 0.6782,                0.01336,                0.02274,                0.34578,                0.93983,                0.01955,                0.01955,                0.01955
                    239,                0.01406,                0.02282,                0.23492,                0.90111,                0.80013,                0.80479,                0.84573,                0.76023,                0.79308,                0.80146,                0.84203,                0.67551,                0.01321,                0.02319,                0.36521,                0.94538,               0.019532,               0.019532,               0.019532
                    240,                0.01379,                0.02218,                0.22256,                0.89401,                0.79781,                0.81587,                0.85358,                0.76437,                0.79271,                0.81049,                0.84795,                0.67929,                 0.0133,                 0.0221,                0.35063,                0.95194,               0.019514,               0.019514,               0.019514
                    241,                0.01394,                0.02203,                 0.2297,                 0.8916,                0.79448,                0.83623,                0.85614,                0.76822,                 0.7912,                0.83249,                0.85204,                0.68627,                0.01311,                0.02211,                0.34652,                0.94621,               0.019496,               0.019496,               0.019496
                    242,                0.01414,                0.02223,                0.23322,                0.88809,                0.79877,                0.84426,                0.85926,                0.76935,                0.79719,                0.84263,                0.85591,                0.68148,                0.01311,                0.02199,                0.34149,                0.93442,               0.019478,               0.019478,               0.019478
                    243,                 0.0142,                0.02222,                0.22797,                0.89332,                0.79642,                0.82023,                0.85629,                0.76678,                0.79315,                0.81666,                 0.8517,                 0.6789,                0.01331,                  0.022,                0.35983,                0.94338,                0.01946,                0.01946,                0.01946
                    244,                0.01429,                0.02219,                0.23134,                0.89261,                0.81866,                0.81257,                0.85597,                0.76543,                 0.8135,                0.80743,                0.85008,                 0.6824,                 0.0134,                0.02193,                0.35539,                0.94081,               0.019441,               0.019441,               0.019441
                    245,                0.01406,                 0.0219,                0.22388,                  0.888,                   0.81,                0.80739,                0.85005,                0.76285,                0.80416,                0.79717,                0.84281,                0.67676,                0.01339,                0.02206,                0.35453,                0.94081,               0.019423,               0.019423,               0.019423
                    246,                0.01405,                0.02196,                0.23211,                0.89579,                0.79331,                0.80834,                0.84347,                0.75692,                0.78956,                0.80437,                0.83773,                0.66928,                0.01342,                0.02252,                0.36577,                0.94875,               0.019405,               0.019405,               0.019405
                    247,                0.01369,                0.02151,                0.22602,                 0.8931,                0.74287,                0.83595,                 0.8367,                0.75243,                 0.7386,                0.83258,                0.83291,                0.66899,                0.01333,                0.02219,                0.37281,                0.95215,               0.019387,               0.019387,               0.019387
                    248,                0.01388,                 0.0213,                0.22847,                0.88528,                0.77958,                0.81979,                0.85498,                0.77323,                0.77613,                0.81629,                0.84992,                0.68284,                0.01309,                0.02208,                0.36181,                0.94913,               0.019369,               0.019369,               0.019369
                    249,                0.01385,                0.02128,                  0.224,                0.89593,                0.79498,                0.82398,                0.86332,                0.77601,                0.78587,                0.82066,                0.85937,                0.68799,                0.01324,                0.02246,                0.37011,                 0.9549,               0.019351,               0.019351,               0.019351
                    250,                0.01406,                0.02249,                0.22526,                 0.8888,                0.81373,                0.77323,                0.84713,                0.76054,                0.81059,                0.77023,                0.84187,                0.67427,                0.01316,                0.02179,                0.38271,                0.94653,               0.019332,               0.019332,               0.019332
                    251,                0.01375,                0.02193,                0.22156,                0.88823,                0.79392,                  0.822,                0.85002,                0.76705,                0.79021,                0.81849,                0.84436,                0.67874,                 0.0132,                0.02231,                0.38069,                0.94152,               0.019314,               0.019314,               0.019314
                    252,                0.01399,                 0.0218,                0.22129,                0.89092,                0.80766,                0.79782,                0.85643,                0.76986,                0.80612,                0.79623,                0.85189,                0.68236,                0.01323,                0.02268,                0.36072,                0.94186,               0.019296,               0.019296,               0.019296
                    253,                0.01375,                0.02164,                0.22174,                0.88935,                0.82165,                0.78499,                 0.8486,                0.76525,                0.81849,                0.78181,                0.84221,                0.67397,                0.01341,                0.02252,                0.38081,                0.95043,               0.019278,               0.019278,               0.019278
                    254,                0.01384,                0.02182,                0.22616,                0.89568,                0.81851,                0.79496,                0.85091,                0.76803,                0.81504,                0.79172,                0.84532,                0.68286,                 0.0134,                0.02194,                0.36948,                 0.9549,                0.01926,                0.01926,                0.01926
                    255,                0.01399,                0.02138,                0.22499,                0.89073,                0.79627,                0.81751,                0.85502,                0.77031,                0.79339,                 0.8145,                0.84962,                0.68128,                0.01331,                0.02205,                0.36581,                0.95202,               0.019242,               0.019242,               0.019242
                    256,                0.01352,                0.02154,                0.22246,                0.89197,                0.80475,                0.78233,                0.84119,                0.75973,                0.80105,                0.77882,                0.83577,                0.67375,                0.01312,                0.02264,                 0.3872,                0.95188,               0.019224,               0.019224,               0.019224
                    257,                0.01373,                0.02198,                0.21985,                0.88964,                0.79354,                0.81411,                0.84961,                0.76367,                0.79026,                 0.8105,                0.84489,                0.67566,                0.01336,                0.02264,                0.35964,                0.95727,               0.019205,               0.019205,               0.019205
                    258,                0.01356,                0.02162,                0.21162,                0.88707,                0.78275,                 0.8204,                0.84477,                0.76148,                0.77824,                0.81738,                0.83947,                0.67081,                0.01325,                0.02363,                0.37316,                0.95385,               0.019187,               0.019187,               0.019187
                    259,                0.01394,                0.02227,                0.22248,                0.89079,                0.79028,                0.80998,                0.83101,                0.75014,                0.78427,                0.80357,                0.82377,                0.66408,                0.01307,                0.02283,                0.38498,                0.95163,               0.019169,               0.019169,               0.019169
                    260,                0.01396,                 0.0221,                0.22346,                0.88731,                0.76157,                0.82736,                0.83373,                0.75107,                0.76022,                0.82192,                0.82831,                0.66719,                0.01315,                0.02319,                0.37874,                0.95159,               0.019151,               0.019151,               0.019151
                    261,                0.01397,                0.02215,                0.22992,                0.89583,                 0.7855,                0.82112,                0.85636,                0.77038,                0.78156,                0.81776,                0.85163,                0.68758,                0.01331,                 0.0229,                0.35659,                0.94895,               0.019133,               0.019133,               0.019133
                    262,                0.01405,                0.02176,                0.23001,                0.88752,                0.78874,                0.80522,                0.83915,                0.75466,                0.78608,                0.80226,                0.83373,                0.67045,                0.01333,                0.02239,                0.37328,                0.94684,               0.019115,               0.019115,               0.019115
                    263,                0.01421,                0.02238,                0.23371,                0.89358,                0.80781,                0.81369,                0.84676,                0.76319,                0.80109,                0.82077,                0.84188,                0.67363,                0.01338,                0.02185,                0.36258,                0.94566,               0.019096,               0.019096,               0.019096
                    264,                0.01424,                0.02242,                0.23044,                0.88815,                0.83167,                0.78348,                0.85385,                0.76536,                0.82846,                0.78052,                0.84779,                0.68001,                0.01346,                0.02237,                0.36888,                0.94808,               0.019078,               0.019078,               0.019078
                    265,                0.01375,                0.02149,                0.22113,                0.88676,                0.82405,                0.80868,                0.85915,                0.77275,                0.81857,                0.80591,                 0.8553,                0.68493,                0.01342,                0.02278,                0.35608,                0.94624,                0.01906,                0.01906,                0.01906
                    266,                0.01353,                0.02185,                0.22029,                 0.8943,                0.81822,                0.79317,                0.85175,                0.76522,                0.81426,                0.78916,                0.84789,                0.67907,                0.01352,                0.02204,                 0.3739,                0.96162,               0.019042,               0.019042,               0.019042
                    267,                0.01386,                0.02221,                0.22543,                0.89035,                0.80026,                0.79667,                0.84341,                0.76282,                0.79365,                0.79273,                0.83837,                0.67398,                0.01332,                0.02276,                0.37382,                0.95649,               0.019024,               0.019024,               0.019024
                    268,                0.01378,                0.02193,                0.21929,                0.88815,                 0.8192,                0.80681,                0.85363,                0.77357,                0.81421,                0.80188,                 0.8495,                0.68538,                0.01317,                0.02271,                0.36082,                0.94897,               0.019006,               0.019006,               0.019006
                    269,                0.01347,                0.02171,                0.22047,                 0.8919,                0.81069,                0.80208,                0.85162,                0.76806,                 0.8047,                0.79661,                0.84339,                0.67889,                0.01325,                0.02271,                 0.3713,                0.94794,               0.018988,               0.018988,               0.018988
                    270,                0.01383,                0.02153,                0.21877,                0.88816,                0.81563,                0.80874,                0.85573,                0.76948,                0.80928,                0.80243,                0.84838,                 0.6838,                0.01318,                0.02238,                0.36508,                0.94825,               0.018969,               0.018969,               0.018969
                    271,                0.01388,                0.02171,                0.22674,                0.88581,                0.82074,                0.79414,                0.85443,                 0.7684,                0.81662,                0.79076,                0.84674,                0.68183,                0.01313,                 0.0223,                0.35178,                0.93904,               0.018951,               0.018951,               0.018951
                    272,                0.01393,                0.02174,                0.22855,                0.89112,                0.81854,                0.77128,                0.83854,                0.75643,                0.81533,                0.76827,                0.83417,                0.67067,                0.01299,                0.02286,                0.37378,                0.93563,               0.018933,               0.018933,               0.018933
                    273,                0.01399,                0.02151,                0.23243,                0.88731,                0.79634,                0.79056,                0.84452,                 0.7598,                  0.793,                 0.7868,                0.84049,                0.67625,                0.01312,                0.02188,                0.36163,                0.94392,               0.018915,               0.018915,               0.018915
                    274,                 0.0138,                0.02131,                0.22223,                0.89353,                0.81011,                0.79615,                0.84616,                0.76566,                0.80799,                0.79386,                0.84202,                0.68053,                0.01324,                0.02153,                0.36818,                 0.9443,               0.018897,               0.018897,               0.018897
                    275,                0.01375,                0.02173,                 0.2209,                0.88982,                0.81598,                0.81234,                0.84678,                0.76587,                0.81268,                0.81113,                0.84257,                0.68075,                0.01309,                0.02166,                0.36316,                0.94331,               0.018879,               0.018879,               0.018879
                    276,                0.01387,                0.02131,                0.22602,                0.89106,                0.78879,                0.82314,                0.84808,                0.76709,                0.78533,                0.81963,                0.84274,                0.68131,                0.01313,                0.02132,                0.36517,                0.94371,                0.01886,                0.01886,                0.01886
                    277,                0.01374,                0.02249,                0.22468,                0.89022,                 0.7481,                0.84512,                0.85106,                0.76859,                0.78793,                0.79561,                0.84627,                 0.6817,                0.01338,                0.02284,                0.36183,                0.94776,               0.018842,               0.018842,               0.018842
                    278,                0.01358,                0.02173,                 0.2171,                0.88977,                0.82614,                0.76356,                0.84614,                0.76232,                0.82279,                0.76056,                0.84033,                0.67522,                0.01313,                0.02295,                0.36915,                0.95325,               0.018824,               0.018824,               0.018824
                    279,                0.01369,                0.02188,                0.22017,                0.88699,                0.81573,                0.76649,                0.83427,                0.75278,                0.81183,                0.76298,                0.82921,                0.66368,                0.01311,                0.02346,                0.38025,                0.94874,               0.018806,               0.018806,               0.018806
                    280,                0.01397,                0.02217,                0.22043,                0.89467,                0.79217,                 0.8165,                 0.8362,                0.75499,                0.78794,                 0.8123,                 0.8313,                0.67229,                0.01312,                0.02315,                0.37814,                 0.9483,               0.018788,               0.018788,               0.018788
                    281,                0.01382,                0.02165,                0.22153,                0.89297,                0.79939,                0.80679,                0.83801,                0.75684,                0.79961,                0.80458,                0.83565,                0.67291,                0.01319,                0.02354,                0.37916,                0.95327,                0.01877,                0.01877,                0.01877
                    282,                0.01352,                0.02133,                0.22039,                 0.8881,                0.78843,                 0.8168,                 0.8357,                0.75751,                0.78507,                0.81373,                 0.8313,                0.67378,                0.01313,                0.02311,                0.37725,                0.94749,               0.018752,               0.018752,               0.018752
                    283,                0.01377,                0.02145,                0.22265,                0.88512,                0.82066,                0.78995,                0.84865,                 0.7691,                0.81076,                0.79037,                0.84274,                0.68015,                0.01313,                0.02306,                0.36002,                 0.9481,               0.018733,               0.018733,               0.018733
                    284,                0.01349,                0.02245,                0.22231,                 0.8913,                0.80369,                0.78123,                0.84225,                0.75862,                0.82181,                0.75748,                0.83733,                0.67424,                0.01311,                0.02332,                0.37589,                0.94816,               0.018715,               0.018715,               0.018715
                    285,                0.01357,                0.02146,                0.22701,                0.88387,                0.77094,                0.82479,                0.83771,                0.75461,                 0.7687,                0.82163,                0.83374,                0.66725,                0.01303,                0.02352,                0.37766,                0.94918,               0.018697,               0.018697,               0.018697
                    286,                0.01359,                0.02312,                0.21633,                 0.8884,                0.77784,                0.81424,                0.83237,                0.74909,                0.77433,                0.81073,                0.82769,                0.66372,                0.01309,                 0.0235,                0.38302,                0.95138,               0.018679,               0.018679,               0.018679
                    287,                0.01401,                0.02147,                0.22421,                0.88482,                0.78926,                0.81372,                0.83989,                0.75991,                0.78482,                0.80928,                0.83432,                 0.6722,                0.01307,                0.02318,                0.36753,                0.94361,               0.018661,               0.018661,               0.018661
                    288,                0.01398,                0.02244,                 0.2213,                0.88952,                0.77229,                0.82611,                0.83717,                0.75941,                 0.8045,                 0.7856,                0.83305,                0.67138,                0.01299,                0.02269,                  0.374,                0.93847,               0.018643,               0.018643,               0.018643
                    289,                0.01365,                0.02149,                0.21566,                 0.8818,                0.78218,                 0.8241,                0.84887,                0.76762,                0.77931,                0.82109,                0.84419,                0.67628,                0.01296,                0.02312,                0.35713,                0.94675,               0.018625,               0.018625,               0.018625
                    290,                0.01344,                0.02157,                0.21778,                0.89103,                0.81761,                0.79144,                0.84751,                0.76654,                 0.8138,                0.78815,                0.84239,                0.67946,                0.01312,                0.02312,                0.36441,                0.95314,               0.018606,               0.018606,               0.018606
                    291,                0.01378,                0.02172,                0.22377,                0.88679,                0.79231,                0.80418,                0.83469,                0.75725,                0.79028,                0.80217,                0.83083,                0.66796,                0.01286,                0.02325,                0.37139,                0.94179,               0.018588,               0.018588,               0.018588
                    292,                0.01368,                0.02139,                0.22266,                0.89268,                0.80307,                0.81337,                0.83969,                0.75856,                0.80009,                0.81037,                0.83546,                0.67003,                0.01307,                  0.022,                0.34979,                0.94864,                0.01857,                0.01857,                0.01857
                    293,                 0.0138,                0.02241,                0.22585,                0.89664,                0.81536,                0.78345,                0.83708,                0.75349,                0.79888,                0.79197,                0.83147,                0.66596,                0.01325,                  0.022,                  0.369,                0.95317,               0.018552,               0.018552,               0.018552
                    294,                0.01363,                0.02142,                0.21976,                0.88967,                0.81166,                0.78673,                0.82477,                0.74488,                0.80857,                0.78372,                0.82082,                0.65832,                0.01316,                0.02244,                0.37736,                0.94854,               0.018534,               0.018534,               0.018534
                    295,                0.01344,                0.02103,                0.21431,                0.88137,                 0.8208,                0.80462,                0.83708,                0.75854,                0.81828,                0.80212,                0.83279,                0.66948,                0.01305,                0.02246,                0.37291,                0.94859,               0.018516,               0.018516,               0.018516
                    296,                0.01376,                 0.0214,                0.21766,                0.88455,                0.80777,                0.80443,                0.83814,                0.75582,                0.80436,                0.80016,                0.83318,                0.66614,                0.01323,                0.02136,                0.37199,                0.94829,               0.018497,               0.018497,               0.018497
                    297,                0.01357,                0.02161,                0.21785,                0.89023,                 0.7942,                0.82896,                0.85121,                0.76919,                0.79045,                0.82431,                0.84574,                0.68135,                0.01317,                0.02122,                 0.3687,                0.94715,               0.018479,               0.018479,               0.018479
                    298,                 0.0135,                0.02115,                0.21715,                 0.8899,                0.81925,                0.79083,                0.85073,                0.77031,                0.81788,                0.78883,                 0.8464,                0.68009,                0.01315,                0.02202,                 0.3669,                0.95162,               0.018461,               0.018461,               0.018461
                    299,                0.01367,                0.02166,                0.21447,                0.88185,                0.78322,                0.80936,                0.84775,                0.76539,                0.80178,                0.78667,                 0.8446,                0.67758,                0.01333,                0.02226,                0.36957,                0.95748,               0.018443,               0.018443,               0.018443
                    300,                0.01388,                0.02218,                0.22117,                0.88811,                0.79356,                0.79874,                0.84263,                0.76002,                0.79013,                0.79523,                0.83773,                0.67512,                 0.0132,                0.02193,                0.38355,                 0.9506,               0.018425,               0.018425,               0.018425
                    301,                 0.0135,                0.02102,                0.21027,                0.88758,                0.79465,                0.79829,                0.85056,                0.76646,                 0.7912,                0.79478,                0.84628,                0.68323,                0.01319,                0.02148,                0.37349,                0.94905,               0.018407,               0.018407,               0.018407
                    302,                0.01346,                0.02176,                0.21617,                0.88075,                0.77193,                0.82685,                0.85396,                0.77067,                0.76852,                0.82461,                0.85085,                0.68629,                0.01311,                0.02158,                0.36651,                0.95207,               0.018389,               0.018389,               0.018389
                    303,                0.01393,                0.02143,                 0.2227,                0.87951,                0.78932,                0.82073,                0.85425,                0.77024,                0.78604,                0.81758,                0.84733,                0.68291,                0.01346,                0.02231,                0.36573,                0.96298,                0.01837,                0.01837,                0.01837
                    304,                0.01378,                0.02136,                0.21862,                0.88512,                0.82238,                0.78268,                0.84907,                0.76802,                0.81837,                0.77879,                 0.8428,                0.68012,                 0.0133,                0.02198,                0.36825,                0.95205,               0.018352,               0.018352,               0.018352
                    305,                0.01375,                0.02133,                0.21759,                0.88576,                0.83928,                0.77842,                0.85392,                0.76959,                0.83719,                0.77641,                0.84924,                0.68366,                0.01329,                0.02236,                0.36273,                0.95467,               0.018334,               0.018334,               0.018334
                    306,                0.01348,                0.02178,                0.21919,                0.89183,                0.83559,                0.77872,                0.84396,                0.76019,                0.83052,                0.77525,                0.83807,                0.67356,                0.01325,                 0.0224,                0.37332,                0.95528,               0.018316,               0.018316,               0.018316
                    307,                0.01352,                0.02173,                0.22038,                0.89071,                 0.8104,                0.78381,                0.83954,                0.75942,                0.80858,                0.78178,                0.83602,                0.67504,                0.01325,                0.02252,                0.38956,                0.95635,               0.018298,               0.018298,               0.018298
                    308,                0.01355,                0.02132,                0.21646,                0.88766,                0.76007,                0.84142,                0.84266,                0.75892,                0.75773,                0.83891,                0.83896,                0.67759,                0.01329,                0.02222,                0.37952,                0.95759,                0.01828,                0.01828,                0.01828
                    309,                0.01376,                0.02162,                0.22555,                0.88674,                0.82292,                0.79389,                0.84826,                0.76172,                0.82038,                0.79257,                0.84625,                0.67716,                0.01305,                0.02189,                 0.3696,                 0.9482,               0.018261,               0.018261,               0.018261
                    310,                0.01364,                0.02169,                0.22197,                0.88899,                 0.8249,                 0.7926,                0.84204,                 0.7589,                0.81977,                0.78767,                0.83529,                0.67261,                0.01328,                0.02333,                0.37494,                0.95963,               0.018243,               0.018243,               0.018243
                    311,                0.01363,                0.02107,                0.21254,                0.89056,                0.81848,                0.79597,                0.85041,                0.76632,                0.81345,                0.79091,                0.84303,                0.67686,                0.01318,                0.02239,                0.36353,                0.95377,               0.018225,               0.018225,               0.018225
                    312,                 0.0135,                0.02091,                0.21494,                0.88319,                0.83169,                0.78357,                0.84552,                0.75896,                0.82472,                0.77596,                0.83914,                0.67281,                0.01332,                0.02208,                0.36195,                0.95697,               0.018207,               0.018207,               0.018207
                    313,                0.01387,                0.02153,                0.22079,                 0.8894,                0.78694,                0.84038,                0.85076,                0.76244,                0.80635,                0.80685,                0.84586,                0.67771,                0.01345,                0.02286,                0.35993,                0.96179,               0.018189,               0.018189,               0.018189
                    314,                0.01387,                  0.022,                0.22592,                0.88361,                0.80536,                 0.7958,                0.84658,                0.75828,                0.79991,                0.79036,                0.84266,                0.67508,                0.01332,                0.02301,                  0.356,                0.95735,               0.018171,               0.018171,               0.018171
                    315,                0.01357,                0.02298,                0.21398,                0.88534,                0.78516,                 0.8181,                0.85204,                0.76446,                0.77915,                0.81217,                0.84655,                0.67721,                0.01329,                0.02314,                0.35811,                0.96024,               0.018153,               0.018153,               0.018153
                    316,                0.01377,                0.02185,                0.22312,                0.89056,                 0.7989,                0.81005,                0.85035,                0.76231,                0.79305,                0.80423,                0.84387,                0.67559,                0.01327,                0.02283,                0.36432,                 0.9603,               0.018134,               0.018134,               0.018134
                    317,                0.01376,                0.02142,                0.22098,                0.88985,                0.80498,                0.80938,                0.85355,                0.76984,                0.80252,                0.80687,                 0.8497,                0.68791,                0.01338,                0.02213,                0.36631,                0.95563,               0.018116,               0.018116,               0.018116
                    318,                0.01329,                0.02131,                0.21266,                0.87888,                 0.8011,                0.82154,                0.86036,                0.77887,                0.79552,                0.81661,                0.85551,                0.69414,                0.01313,                0.02195,                0.35008,                0.94853,               0.018098,               0.018098,               0.018098
                    319,                0.01366,                0.02104,                0.21959,                0.88826,                0.79025,                0.81861,                0.85157,                 0.7699,                0.82405,                0.77734,                0.84552,                0.68571,                0.01303,                0.02203,                0.35784,                0.95042,                0.01808,                0.01808,                0.01808
                    320,                0.01355,                0.02189,                0.21351,                0.88654,                0.79119,                0.82597,                0.85445,                0.76951,                0.78821,                0.82316,                0.85054,                0.68711,                0.01311,                0.02163,                0.35772,                0.94992,               0.018062,               0.018062,               0.018062
                    321,                0.01372,                0.02175,                0.22588,                0.88585,                0.80804,                0.80218,                0.84507,                0.76317,                0.80346,                0.79725,                0.83944,                0.67796,                0.01306,                0.02102,                0.36867,                0.94678,               0.018044,               0.018044,               0.018044
                    322,                0.01377,                0.02141,                0.21948,                0.88658,                0.81439,                0.80231,                0.85444,                 0.7723,                0.80528,                 0.7958,                 0.8471,                0.68445,                 0.0131,                0.02095,                0.36042,                0.94533,               0.018025,               0.018025,               0.018025
                    323,                0.01357,                0.02105,                0.21939,                0.88536,                0.81362,                0.80747,                0.85379,                0.76869,                0.80866,                0.79891,                0.84341,                0.68407,                0.01324,                0.02209,                0.35675,                0.94837,               0.018007,               0.018007,               0.018007
                    324,                0.01345,                 0.0214,                0.21623,                0.88504,                0.80782,                0.82363,                0.85722,                0.77303,                0.80342,                0.81927,                0.85119,                 0.6879,                0.01335,                0.02167,                0.35092,                0.95028,               0.017989,               0.017989,               0.017989
                    325,                0.01353,                0.02122,                0.21266,                 0.8802,                0.83676,                0.79891,                0.86337,                0.77801,                0.82995,                0.79257,                0.85595,                0.69365,                0.01329,                0.02162,                0.34802,                0.94519,               0.017971,               0.017971,               0.017971
                    326,                0.01356,                0.02196,                0.21865,                 0.8897,                0.83696,                0.80068,                0.86644,                0.78252,                0.83322,                0.79779,                0.86052,                0.69287,                0.01321,                0.02137,                0.34504,                0.94692,               0.017953,               0.017953,               0.017953
                    327,                0.01347,                0.02168,                0.20859,                0.88026,                0.79575,                0.83998,                0.85646,                0.77275,                0.79222,                 0.8356,                0.85166,                0.68392,                0.01307,                0.02124,                0.34819,                0.93926,               0.017935,               0.017935,               0.017935
                    328,                0.01338,                0.02117,                0.21374,                0.88459,                0.79709,                0.82733,                0.85661,                0.77321,                0.79335,                0.82344,                0.84973,                0.68215,                0.01299,                0.02125,                0.34902,                0.93865,               0.017917,               0.017917,               0.017917
                    329,                0.01353,                0.02204,                0.21802,                0.88747,                0.79542,                 0.8338,                0.85805,                0.77364,                0.79291,                0.83143,                0.85309,                0.68219,                0.01313,                 0.0213,                0.34665,                 0.9442,               0.017898,               0.017898,               0.017898
                    330,                0.01377,                0.02121,                0.21595,                 0.8812,                0.83433,                 0.7935,                0.85374,                0.76824,                0.83215,                 0.7902,                0.84578,                0.67748,                0.01325,                0.02171,                0.36798,                0.94303,                0.01788,                0.01788,                0.01788
